# id         Nep   period     totamp   A1      A2      A3      phi1     phi2     phi3     phi21     phi31    meanmag   cost     costN           aper   phcov   phcov2   snr     Npt   order   minmax   OGLEID     Imean_ogle   Vmean_ogle   VmI
  lmc00646   418   0.307436   0.339    0.164   0.027   0.021   -0.005   3.137    -0.491   9.4303    5.8071   19.027    0.5404   0.001292823     1      0.986   0.986    118.8   418   4       0.548    lmc00646   19.013       19.348       0.32099915    
  lmc00651   427   0.356956   0.254    0.127   0.014   0.004   0.014    -2.192   0.311    10.3469   6.5526   19.004    0.4335   0.0010152225    1      0.984   0.982    107.4   427   3       0.51     lmc00651   18.994       19.597       0.5930004     
  lmc00674   425   0.383248   0.265    0.134   0.01    0.006   0.013    -2.28    0.951    10.261    7.1964   18.658    0.5699   0.0013409412    1      0.987   0.985    92.4    425   3       0.498    lmc00674   18.649       19.125       0.46699905    
  lmc00683   425   0.279203   0.248    0.111   0.021   0.006   -0.014   3.069    0.612    9.3794    6.9357   19.265    0.5974   0.001405647     1      0.989   0.984    84.5    425   3       0.543    lmc00683   19.253       19.721       0.45600128    
  lmc00685   424   0.303399   0.292    0.155   0.022   0.025   0.005    3.085    0.271    9.3587    6.5399   19.251    0.6034   0.0014231132    1      0.986   0.981    96.7    424   4       0.649    lmc00685   19.241       19.808       0.5570011     
  lmc00687   418   0.272132   0.29     0.145   0.029   0.016   -0.039   2.799    -0.765   9.1599    5.635    19.17     0.5961   0.0014260765    1      0.986   0.981    96.0    418   3       0.586    lmc00687   19.156       19.565       0.39500046    
  lmc00695   420   0.366249   0.266    0.131   0.012   0.009   0.016    -2.632   0.336    9.9024    6.5717   18.922    0.4787   0.0011397619    1      0.985   0.984    102.3   420   3       0.529    lmc00695   18.912       19.489       0.56699944    
  lmc00704   363   0.354759   0.275    0.138   0.017   0.012   0.014    2.973    0.273    9.2276    6.513    18.999    0.3757   0.0010349862    1      0.985   0.986    104.9   363   3       0.504    lmc00704   18.987       19.494       0.49499893    
  lmc00712   620   0.217494   0.295    0.14    0.01    0.005   0.009    -2.44    -2.098   10.1083   4.1584   18.888    0.7464   0.001203871     1      0.99    0.988    134.8   620   3       0.542    lmc00712   18.875       18.978       0.09000015    
  lmc00715   421   0.227434   0.262    0.127   0.019   0.011   0.006    2.536    -0.897   8.8063    5.3673   19.502    0.7617   0.0018092636    1      0.983   0.986    73.8    421   3       0.614    lmc00715   19.484       19.787       0.28499985    
  lmc00719   667   0.29945    0.346    0.169   0.042   0.018   -0.018   3.105    -0.441   9.4248    5.8979   18.975    0.8096   0.0012137931    1      0.986   0.99     160.7   667   4       0.613    lmc00719   18.961       19.438       0.46299934    
  lmc00720   411   0.327015   0.251    0.127   0.013   0.008   -0.006   3.094    0.32     9.3883    6.6204   18.686    0.312    7.591241E-4     1      0.986   0.983    125.4   411   3       0.384    lmc00720   18.677       19.075       0.38899994    
  lmc00721   342   0.298349   0.341    0.167   0.031   0.011   -0.004   2.913    -0.443   9.2044    5.8523   19.03     0.4289   0.0012540936    1      0.983   0.979    110.4   342   3       0.587    lmc00721   19.02        19.473       0.4429989     
  lmc00722   419   0.255854   0.285    0.133   0.017   0.009   -0.029   -2.895   0.673    9.7299    7.0448   19.255    0.7074   0.0016883055    1      0.987   0.986    83.5    419   4       0.663    lmc00722   19.234       19.628       0.3730011     
  lmc00726   424   0.301296   0.365    0.166   0.046   0.005   -0.007   3.044    -0.276   9.3417    6.0285   19.171    0.6393   0.001507783     1      0.986   0.985    117.9   424   5       0.624    lmc00726   19.157       19.741       0.5699997     
  lmc00727   403   0.280132   0.109    0.05    0.006   0.005   0.041    0.9      -0.631   7.1       5.5282   17.338    0.2306   5.7220843E-4    1      0.985   0.983    64.3    403   3       0.246    lmc00727   17.336       17.69        0.3520012     
  lmc00728   17    0.358843   0.765    0.125   0.057   0.108   -0.769   -0.139   0.387    7.6825    8.9776   18.881    0.0248   0.0014588236    1      0.752   0.838    115.3   17    3       0.361    lmc00728   18.95        ""           ""            
  lmc00737   352   0.443893   0.195    0.093   0.009   0.019   0.066    1.0      -0.098   7.1519    5.9886   18.951    0.8099   0.0023008522    1      0.983   0.986    43.0    352   5       0.541    lmc00737   18.929       19.533       0.58200073    
  lmc00748   425   0.313242   0.308    0.151   0.027   0.004   0.008    2.269    -1.378   8.5361    4.8804   19.001    0.4369   0.001028        1      0.983   0.984    128.8   425   3       0.519    lmc00748   18.993       19.496       0.49500084    
  lmc00749   712   0.317876   0.14     0.059   0.008   0.003   -0.028   3.098    -1.778   9.4369    4.588    18.937    0.6059   8.5098314E-4    1      0.99    0.991    84.1    712   3       0.4      lmc00749   18.931       19.38        0.4429989     
  lmc00753   666   0.353277   0.268    0.136   0.018   0.013   -0.007   3.02     0.063    9.3177    6.368    18.836    0.5976   8.972973E-4     1      0.985   0.989    151.4   666   3       0.501    lmc00753   18.829       19.407       0.57099915    
  lmc00757   743   0.392279   0.311    0.153   0.014   0.011   -0.008   -2.781   1.054    9.8011    7.3608   18.839    0.9674   0.0013020189    1      0.99    0.99     142.9   743   5       0.53     lmc00757   18.829       19.366       0.5269985     
  lmc00767   741   0.339741   0.247    0.126   0.011   0.008   0.006    -2.81    0.967    9.7453    7.2334   15.717    0.0805   1.08636974E-4   1      0.991   0.988    447.0   741   5       0.301    lmc00767   15.712       16.28        0.5630007     
  lmc00769   653   0.316989   0.308    0.158   0.029   0.014   0.002    -2.989   0.091    9.5744    6.369    19.219    0.9469   0.0014500766    1      0.989   0.992    128.1   653   3       0.601    lmc00769   19.209       19.74        0.5209999     
  lmc00771   652   0.314968   0.31     0.159   0.023   0.011   -0.045   3.031    -0.366   9.4046    6.0517   18.982    0.8484   0.001301227     1      0.991   0.991    134.9   652   3       0.597    lmc00771   18.969       19.488       0.5060005     
  lmc00775   741   0.339036   0.269    0.134   0.012   0.009   -0.011   -3.054   0.438    9.5344    6.755    19.006    0.8255   0.0011140351    1      0.99    0.989    139.7   741   3       0.528    lmc00775   19.001       19.538       0.5319996     
  lmc00779   520   0.402847   0.275    0.14    0.009   0.008   -0.014   -2.673   0.549    9.9227    6.8757   18.982    0.4682   9.003846E-4     1      0.99    0.983    136.5   520   4       0.494    lmc00779   18.972       19.603       0.6210003     
  lmc00782   740   0.339991   0.286    0.141   0.021   0.012   0.012    3.133    0.041    9.3916    6.287    18.967    0.7522   0.0010164866    1      0.991   0.988    158.6   740   4       0.568    lmc00782   18.959       19.501       0.5340004     
  lmc00783   423   0.358513   0.279    0.136   0.02    0.015   -0.031   -2.648   0.751    9.9794    7.1263   18.676    0.318    7.51773E-4      1      0.981   0.983    140.8   423   3       0.51     lmc00783   18.667       19.056       0.37999916    
  lmc00788   425   0.328525   0.327    0.142   0.019   0.007   -0.04    2.857    -2.263   9.2199    4.14     18.73     0.9729   0.0022891765    1      0.985   0.986    77.9    425   5       0.555    lmc00788   18.711       19.12        0.3900013     
  lmc00794   426   0.314578   0.344    0.166   0.037   0.009   0.007    3.091    -0.261   9.3596    6.0008   18.798    0.4244   9.962441E-4     1      0.985   0.984    144.5   426   4       0.571    lmc00794   18.787       19.145       0.34700012    
  lmc00795   740   0.359507   0.329    0.166   0.029   0.012   0.007    -3.082   -0.034   9.4697    6.2267   18.88     0.6404   8.6540537E-4    1      0.991   0.99     200.5   740   5       0.532    lmc00795   18.869       19.398       0.51800156    
  lmc00804   660   0.36285    0.256    0.132   0.014   0.011   -0.027   -2.574   0.731    10.0453   7.094    19.049    0.7323   0.0011095455    1      0.991   0.988    125.4   660   4       0.61     lmc00804   19.038       19.592       0.54299927    
  lmc00805   416   0.317661   0.237    0.118   0.019   0.005   0.074    2.797    -0.57    8.9318    5.4899   18.952    1.0085   0.0024242788    1      0.985   0.987    52.0    416   3       0.524    lmc00805   18.936       19.481       0.52900124    
  lmc00817   426   0.361064   0.181    0.08    0.003   0.006   0.053    0.801    0.94     6.9788    7.0652   18.876    0.8761   0.0020565728    1      0.987   0.989    47.6    426   3       0.535    lmc00817   18.866       19.328       0.45199966    
  lmc00818   747   0.325731   0.23     0.111   0.012   0.003   -0.015   -2.535   0.881    10.0619   7.2098   18.962    0.916    0.0012262383    1      0.989   0.992    113.2   747   3       0.536    lmc00818   18.955       19.409       0.4470005     
  lmc00823   743   0.363527   0.256    0.127   0.016   0.009   -0.004   -3.123   0.33     9.4515    6.625    18.897    0.6552   8.818304E-4     1      0.991   0.988    154.2   743   3       0.519    lmc00823   18.892       19.474       0.5770016     
  lmc00825   421   0.295127   0.369    0.165   0.044   0.005   0.004    2.961    -0.834   9.2369    5.4376   18.837    0.3901   9.2660333E-4    1      0.986   0.983    164.8   421   3       0.565    lmc00825   18.824       19.192       0.35499954    
  lmc00826   421   0.362009   0.266    0.136   0.016   0.007   0.014    -2.979   1.218    9.5592    7.4599   19.158    0.4599   0.001092399     1      0.985   0.985    105.3   421   5       0.484    lmc00826   19.149       19.764       0.605999      
  lmc00829   702   0.282333   0.234    0.115   0.026   0.004   -0.038   2.866    -0.592   9.2254    5.8055   19.178    0.986    0.0014045584    1      0.991   0.992    101.3   702   3       0.536    lmc00829   19.171       19.596       0.41800117    
  lmc00832   424   0.345348   0.243    0.119   0.007   0.003   -0.012   -2.476   1.166    10.1149   7.4861   18.979    0.4364   0.0010292453    1      0.988   0.985    100.4   424   3       0.5      lmc00832   18.968       19.488       0.5090008     
  lmc00835   424   0.368443   0.265    0.13    0.017   0.012   0.01     -2.709   0.957    9.8378    7.2106   18.727    0.2781   6.5589626E-4    1      0.988   0.983    145.7   424   3       0.422    lmc00835   18.721       19.224       0.49700165    
  lmc00836   424   0.410207   0.267    0.128   0.017   0.007   -0.031   -2.546   2.042    10.0826   8.4185   18.56     0.4292   0.0010122642    1      0.985   0.984    113.3   424   3       0.469    lmc00836   18.554       19.04        0.48000145    
  lmc00839   418   0.334851   0.292    0.134   0.02    0.019   0.0      -2.655   1.372    9.9105    7.6547   19.281    0.5803   0.0013882774    1      0.989   0.985    98.7    418   3       0.672    lmc00839   19.268       19.844       0.5629997     
  lmc00840   424   0.283014   0.191    0.079   0.019   0.011   0.047    2.403    2.009    8.5924    8.1521   18.864    0.4909   0.0011577831    1      0.988   0.981    72.3    424   3       0.463    lmc00840   18.857       19.364       0.5           
  lmc00841   382   0.311739   0.376    0.173   0.056   0.013   -0.007   3.013    -0.922   9.3106    5.3832   19.232    0.5435   0.0014227749    1      0.983   0.99     119.8   382   4       0.657    lmc00841   19.219       19.789       0.5569992     
  lmc00857   424   0.385292   0.143    0.064   0.004   0.002   -0.002   -1.287   -2.209   5.0       4.0803   18.16     0.14     3.301887E-4     1      0.986   0.983    114.6   424   3       0.292    lmc00857   18.156       18.151       -0.009000778  
  lmc00866   413   0.343697   0.127    0.05    0.022   0.004   0.001    -1.042   -2.333   5.2393    3.9474   19.263    0.6019   0.0014573849    1      0.984   0.982    41.9    413   4       0.373    lmc00866   19.254       19.331       0.067998886   
  lmc00868   747   0.326009   0.285    0.139   0.021   0.01    -0.003   -3.069   -0.399   9.503     5.8932   18.978    0.8372   0.0011207496    1      0.989   0.99     144.0   747   5       0.581    lmc00868   18.966       19.431       0.45299911    
  lmc00869   681   0.362105   0.273    0.141   0.013   0.009   -0.006   3.128    0.439    9.4242    6.7417   18.84     0.652    9.5741556E-4    1      0.99    0.986    150.7   681   3       0.512    lmc00869   18.83        19.331       0.49099922    
  lmc00876   656   0.270513   0.111    0.053   0.005   0.007   0.066    -3.096   -0.427   9.3387    5.659    19.077    0.8097   0.0012342988    1      0.991   0.991    51.0    656   3       0.457    lmc00876   19.069       19.5         0.42300034    
  lmc00891   632   0.374266   0.224    0.108   0.017   0.009   0.038    1.907    -1.136   8.1143    5.0328   18.865    1.3724   0.002171519     1      0.991   0.989    68.5    632   3       0.534    lmc00891   18.848       19.417       0.55200005    
  lmc00894   681   0.291875   0.336    0.156   0.033   0.011   -0.002   -3.017   0.418    9.5532    6.7063   18.978    0.6956   0.001021439     1      0.99    0.987    173.5   681   5       0.562    lmc00894   18.966       19.332       0.3540001     
  lmc00896   651   0.336232   0.324    0.16    0.029   0.017   -0.026   -3.109   -0.184   9.5094    6.1779   18.95     0.7278   0.0011179724    1      0.991   0.988    156.4   651   4       0.63     lmc00896   18.938       19.463       0.5129986     
  lmc00902   668   0.315169   0.251    0.134   0.012   0.018   0.022    -3.087   0.632    9.4347    6.8484   19.054    0.7892   0.0011814372    1      0.991   0.991    119.9   668   3       0.518    lmc00902   19.045       19.536       0.48199844    
  lmc00908   669   0.345293   0.258    0.133   0.018   0.011   0.014    -2.959   -0.065   9.579     6.1754   18.766    0.4997   7.469357E-4     1      0.989   0.99     162.0   669   5       0.444    lmc00908   18.76        19.164       0.3979988     
  lmc00910   662   0.358405   0.275    0.127   0.018   0.009   -0.034   3.08     1.008    9.4305    7.3923   19.181    0.8901   0.0013445619    1      0.99    0.983    121.2   662   3       0.55     lmc00910   19.172       19.788       0.60700035    
  lmc00919   170   0.308458   0.349    0.163   0.045   0.008   -0.085   2.911    0.32     9.3635    6.8583   18.947    0.3869   0.0022758823    1      0.974   0.975    52.5    170   4       0.761    lmc00919   18.947       19.501       0.55399895    
