# id        Nep   period     totamp   A1      A2      A3      phi1     phi2     phi3     phi21     phi31    meanmag   cost     costN          aper   phcov   phcov2   snr      Npt   order   minmax   FeH_S05   OGLEID    Imean_ogle   Vmean_ogle   VmI          FeH_S16J                phi31v               phi31Kp              FeH_S16N              
  smc0855   520   0.576493   0.367    0.158   0.026   0.034   0.082    2.62     -1.673   8.739     4.3644   19.109    1.7135   0.0032951923   1      0.983   0.99     72.5     520   3       0.895    -2.859    smc0855   19.087       19.579       0.47000122   -2.257412952998434      4.38155442956932     4.55555442956932     -3.103451942189306    
  smc0856   508   0.685351   0.283    0.107   0.037   0.031   -0.013   2.999    -0.091   9.3072    6.2304   18.98     0.5883   0.0011580709   1      0.984   0.988    118.8    508   4       0.503    -1.729    smc0856   18.972       19.607       0.6270008    -1.4851238033566982     5.393981933334493    5.567981933334494    -1.3563963683083315   
  smc0857   508   0.653428   0.421    0.152   0.063   0.048   -0.008   2.655    -0.76    8.9549    5.5479   18.927    0.6425   0.0012647638   1      0.985   0.986    162.0    508   5       0.685    -2.241    smc0857   18.912       19.515       0.58799934   -1.9426336867068201     4.925136838691202    5.099136838691202    -2.3044064915061675   
  smc0859   528   0.621453   0.366    0.143   0.058   0.034   -0.024   2.748    -0.505   9.08      5.8518   18.981    0.9169   0.001736553    1      0.986   0.982    114.6    528   5       0.994    -1.842    smc0859   18.962       19.57        0.5889988    -1.508639342590346      5.119864691491088    5.2938646914910885   -1.5816648762806622   
  smc0860   507   0.607019   0.426    0.15    0.074   0.045   0.023    2.849    -0.585   9.087     5.6302   19.089    0.9415   0.001857002    1      0.987   0.989    126.4    507   5       0.872    -1.758    smc0860   19.074       19.645       0.55599976   -1.6244714274951164     4.97564649224816     5.14964649224816     -1.8056860969211108   
  smc0862   494   0.424325   0.934    0.274   0.149   0.124   -0.032   2.405    -1.095   8.7528    5.2849   19.538    1.234    0.0024979757   1      0.99    0.988    223.2    494   5       1.593    -0.876    smc0862   19.499       20.067       0.5289993    -0.9087254598407846     4.774805598889586    4.948805598889586    -0.6459398295056005   
  smc0863   522   0.543555   0.764    0.253   0.109   0.092   -0.007   2.441    -1.254   8.7373    5.0499   19.42     1.1985   0.002295977    1      0.988   0.989    213.8    522   5       1.034    -2.017    smc0863   19.384       19.897       0.47699928   -1.713040372799056      4.654756807706698    4.828756807706698    -2.0093614233456023   
  smc0864   504   0.493322   0.499    0.22    0.073   0.044   -0.004   2.578    -0.79    8.8686    5.5043   19.678    2.2778   0.0045194444   1      0.988   0.987    74.2     504   3       1.307    -1.165    smc0864   19.633       20.244       0.566        -1.1140572420676085     4.899047925458939    5.07304792545894     -1.0449086349030487   
  smc0865   499   0.655655   0.397    0.143   0.056   0.045   -0.024   2.808    -0.559   9.1385    5.7959   19.023    0.5639   0.0011300601   1      0.985   0.99     166.5    499   5       0.712    -1.996    smc0865   19.014       19.575       0.55200005   -1.7435033709010463     5.082354643153277    5.256354643153277    -1.911427977417489    
  smc0866   335   0.626912   0.347    0.129   0.056   0.038   -0.014   2.493    -0.746   8.8045    5.5794   18.951    0.5265   0.0015716418   1      0.969   0.974    94.0     335   4       0.745    -2.149    smc0866   18.945       19.504       0.5529995    -1.7739063615946868     4.944273970168166    5.1182739701681665   -2.039845832725817    
  smc0867   506   0.619931   0.453    0.164   0.067   0.054   -0.004   2.576    -0.981   8.866     5.3132   18.973    0.7388   0.001460079    1      0.987   0.985    162.0    506   5       0.733    -2.371    smc0867   18.954       19.477       0.5039997    -1.9431911608791648     4.790171495612457    4.964171495612457    -2.382556002872917    
  smc0868   503   0.571667   0.665    0.218   0.09    0.083   -0.01    2.595    -0.807   8.8981    5.5058   19.209    0.8528   0.0016954275   1      0.988   0.988    218.1    503   5       0.924    -1.683    smc0868   19.182       19.713       0.5039997    -1.535455464044464      4.899937567805306    5.073937567805307    -1.6941199684178443   
  smc0869   487   0.622667   0.17     0.06    0.023   0.022   0.014    2.697    -0.949   8.9517    5.2917   18.235    0.2252   4.62423E-4     1      0.982   0.984    120.9    487   5       0.286    -2.585    smc0869   18.231       18.443       0.20800018   -1.9736486026472377     4.7784797830603445   4.952479783060345    -2.4390151328034797   
  smc0870   503   0.574664   0.462    0.168   0.064   0.058   0.008    2.767    -0.462   9.0344    5.7974   19.093    0.987    0.0019622266   1      0.986   0.989    135.3    503   5       0.796    -1.514    smc0870   19.073       19.576       0.4829998    -1.305299349402877      5.08335130319893     5.257351303198931    -1.3293306563920986   
  smc0871   525   0.501938   0.667    0.218   0.096   0.078   0.015    2.401    -1.31    8.6545    4.9278   19.04     0.7522   0.0014327619   1      0.987   0.983    266.9    525   5       0.816    -1.991    smc0871   19.02        19.528       0.48799896   -1.565156757816756      4.597702047242997    4.771702047242997    -1.7249213560237262   
  smc0872   504   0.496922   0.311    0.117   0.063   0.018   -0.043   -3.079   0.313    9.5739    6.7257   19.504    1.3297   0.0026382937   1      0.98    0.98     73.8     504   3       0.764    -0.534    smc0872   19.491       20.129       0.625        0.08391795454932005     5.8053998520815355   5.979399852081536    -0.061586047400084    
  smc0875   520   0.604946   0.566    0.187   0.071   0.07    0.001    2.634    -1.001   8.9164    5.2809   18.857    0.6089   0.0011709615   1      0.987   0.987    243.5    520   5       0.747    -2.181    smc0875   18.84        19.379       0.52199936   -1.8858904340565825     4.772649387641747    4.946649387641747    -2.293630469858691    
  smc0876   505   0.665949   0.287    0.116   0.036   0.023   -0.01    2.789    -0.811   9.0916    5.5011   18.969    0.6069   0.0012017821   1      0.984   0.987    116.9    505   4       0.572    -2.667    smc0876   18.96        19.736       0.7670002    -2.047754157194592      4.89715138512479     5.07115138512479     -2.4851528367170843   
  smc0877   528   0.63531    0.307    0.112   0.047   0.036   0.028    2.676    -0.462   8.9027    5.7359   18.977    0.6793   0.0012865531   1      0.986   0.989    118.7    528   4       0.645    -1.808    smc0877   18.962       19.449       0.47200012   -1.6866953003858054     5.042941906253685    5.216941906253686    -1.8603975704137135   
  smc0878   508   0.630409   0.307    0.124   0.044   0.029   0.02     3.05     -0.089   9.2921    6.1329   18.963    0.8384   0.0016503937   1      0.988   0.987    96.4     508   4       0.861    -1.434    smc0878   18.952       19.561       0.5980015    -1.2880781721060792     5.320045591697475    5.494045591697476    -1.214245380210464    
  smc0879   521   0.636426   0.417    0.172   0.068   0.031   0.054    2.844    -0.355   9.0194    5.7667   19.15     1.3082   0.0025109404   1      0.989   0.985    98.6     521   4       0.946    -1.783    smc0879   19.132       19.716       0.566        -1.6656903905178844     5.063063987221534    5.237063987221535    -1.819900878887406    
  smc0880   487   0.629113   0.707    0.223   0.113   0.081   -0.016   2.702    -0.688   9.0181    5.6437   19.182    0.8485   0.0017422999   1      0.984   0.988    216.2    487   5       1.015    -1.638    smc0880   19.156       19.737       0.5550003    -1.7323073693979874     4.984089739204165    5.158089739204166    -1.9577557255484557   
  smc0881   527   0.649495   0.58     0.197   0.091   0.067   0.008    2.638    -0.693   8.9063    5.5677   18.936    0.6256   0.0011870967   1      0.988   0.989    237.3    527   5       0.808    -1.866    smc0881   18.919       19.485       0.5489998    -1.9053029446339265     4.9371375061327045   5.111137506132705    -2.2401857641972214   
  smc0882   502   0.487168   0.893    0.278   0.137   0.111   -0.017   2.454    -0.909   8.7702    5.4244   19.756    1.5491   0.0030858566   1      0.99    0.988    171.7    502   5       1.872    -0.999    smc0882   19.706       20.35        0.59399986   -1.1434489863703483     4.852441989465776    5.026441989465776    -1.0749866323306598   
  smc0884   497   0.567477   0.669    0.22    0.104   0.08    -0.007   2.665    -0.994   8.9634    5.3113   19.147    0.7819   0.0015732395   1      0.988   0.988    236.7    497   5       0.878    -1.73     smc0884   19.119       19.676       0.52900124   -1.661647922821416      4.789133629465078    4.963133629465078    -1.9132110884130462   
  smc0885   507   0.573721   0.238    0.118   0.023   0.019   0.023    2.929    0.182    9.1661    6.396    19.035    1.2693   0.0025035504   1      0.983   0.985    58.1     507   3       0.735    -1.542    smc0885   19.022       19.585       0.54999924   -0.7071693496906706     5.524875477785158    5.698875477785158    -0.5857898513375162   
  smc0886   506   0.525755   0.445    0.181   0.069   0.038   0.058    2.617    -0.736   8.7851    5.3738   19.152    1.5863   0.0031349803   1      0.987   0.987    90.5     506   4       1.133    -1.476    smc0886   19.128       19.682       0.5299988    -1.3901396839035227     4.8237325139283875   4.997732513928388    -1.465538100361389    
  smc0887   528   0.651924   0.204    0.079   0.032   0.016   -0.005   2.977    0.56     9.2696    6.8565   18.956    0.6239   0.0011816288   1      0.984   0.989    84.1     528   5       0.691    -1.119    smc0887   18.951       19.496       0.5400009    -0.5927852425313516     5.924039391815578    6.098039391815578    -0.3087337725692336   
  smc0888   508   0.607994   0.43     0.148   0.071   0.051   -0.027   2.877    -0.07    9.2153    6.2955   19.194    0.9731   0.0019155511   1      0.989   0.987    122.1    508   5       0.989    -1.258    smc0888   19.174       19.766       0.5720005    -0.9998148244575731     5.444639914565465    5.618639914565465    -0.8664448581882489   
  smc0889   486   0.541946   0.463    0.187   0.077   0.039   0.044    2.585    -0.906   8.7803    5.245    19.253    1.4237   0.0029294237   1      0.99    0.988    99.7     486   4       1.021    -1.719    smc0889   19.23        19.864       0.61100006   -1.5718177054086881     4.753472989371493    4.927472989371493    -1.7631671323595839   
  smc0890   522   0.554058   0.436    0.187   0.065   0.041   0.006    2.338    -1.37    8.6086    4.8941   18.96     0.8733   0.0016729885   1      0.985   0.985    143.7    522   5       0.827    -2.491    smc0890   18.944       19.482       0.52200127   -1.8665724103413366     4.5825952908591425   4.756595290859143    -2.2954980805503595   
  smc0891   526   0.614062   0.403    0.147   0.053   0.043   0.037    2.615    -0.823   8.8236    5.3478   18.923    0.5995   0.0011397338   1      0.988   0.988    174.8    526   5       0.641    -2.222    smc0891   18.911       19.423       0.5          -1.8859505596588555     4.809223587291842    4.9832235872918424   -2.2793156505969883   
  smc0892   401   0.592779   0.38     0.147   0.058   0.037   -0.091   2.72     -0.962   9.1858    5.5954   19.24     1.0253   0.002556858    1      0.984   0.989    83.2     401   4       1.013    -2.305    smc0892   19.215       19.751       0.5109997    -1.576614454277105      4.954087053269126    5.128087053269127    -1.7432480399252697   
  smc0893   528   0.510366   0.588    0.244   0.094   0.047   0.027    2.549    -1.007   8.7776    5.1942   19.268    1.3394   0.0025367425   1      0.991   0.988    144.2    528   5       1.038    -1.709    smc0893   19.231       19.726       0.45800018   -1.437188940009376      4.726875084211398    4.900875084211398    -1.5272686807082678   
  smc0895   85    0.462017   1.018    0.302   0.177   0.109   0.025    2.587    -1.191   8.8215    5.0186   19.561    0.2851   0.0033541177   1      0.917   0.932    84.6     85    5       1.366    -1.13     smc0895   19.51        ""           ""           -1.2933263688231778     4.639784200965251    4.813784200965252    -1.2353870547781582   
  smc0896   118   0.559238   0.612    0.232   0.082   0.089   0.0      2.635    -0.793   8.9183    5.4901   19.367    0.2538   0.0021508476   1      0.945   0.947    84.9     118   5       0.911    -1.887    smc0896   19.341       ""           ""           -1.48088427205525       4.890651102342303    5.064651102342303    -1.6109999933424      
  smc0897   96    0.569678   0.371    0.175   0.045   0.019   -0.033   2.097    0.214    8.4472    6.597    19.209    0.2429   0.0025302083   1      0.947   0.949    39.3     96    3       0.685    -0.917    smc0897   19.187       ""           ""           -0.4598689150312474     5.692740002939943    5.8667400029399435   -0.3658329907413602   
  smc0900   277   0.61428    0.351    0.137   0.053   0.033   -0.007   2.789    -0.319   9.0861    5.9853   18.965    0.4056   0.0014642599   1      0.978   0.981    89.5     277   5       0.673    -1.694    smc0900   18.948       19.523       0.55800056   -1.3454881200896507     5.212530608508191    5.386530608508191    -1.3353694115370658   
  smc0901   343   0.563368   0.599    0.211   0.084   0.064   0.013    2.673    -0.818   8.9302    5.4273   19.027    0.5521   0.001609621    1      0.982   0.982    171.8    343   5       0.856    -1.646    smc0901   19.006       19.606       0.5790005    -1.5522367226786669     4.854106391798078    5.028106391798079    -1.7268773680214373   
  smc0902   371   0.623909   0.396    0.148   0.055   0.048   0.001    -3.069   -0.662   9.4955    5.6183   19.815    1.2693   0.0034212938   1      0.98    0.981    63.5     371   4       1.145    -2.07     smc0902   19.787       20.568       0.75300026   -1.7255215164831768     4.968240952422191    5.142240952422191    -1.9561943796440673   
  smc0903   525   0.632615   0.352    0.134   0.055   0.038   0.005    2.919    -0.226   9.1916    6.0407   19.116    0.8198   0.0015615239   1      0.989   0.988    121.7    525   5       0.729    -1.61     smc0903   19.107       19.733       0.6170006    -1.3910223856995687     5.252261861954971    5.426261861954972    -1.3666556730833932   
  smc0904   420   0.678684   0.638    0.23    0.111   0.077   -0.021   3.044    -0.239   9.3695    6.1081   19.22     0.9002   0.0021433334   1      0.987   0.989    149.0    420   5       1.262    -1.434    smc0904   19.192       19.767       0.5470009    -1.5732372181742456     5.301608998101287    5.475608998101287    -1.5307985371130997   
  smc0905   499   0.601549   0.282    0.124   0.035   0.017   0.024    2.324    -1.43    8.5593    4.7808   18.856    0.7895   0.0015821643   1      0.988   0.99     95.3     499   4       0.655    -2.883    smc0905   18.842       19.453       0.5969982    -2.1881906041147814     4.533837878151448    4.707837878151448    -2.9267134149457217   
  smc0906   505   0.471967   0.72     0.266   0.108   0.079   0.001    2.409    -0.824   8.691     5.4568   19.802    2.1174   0.004192871    1      0.987   0.988    112.1    505   5       2.16     -0.96     smc0906   19.755       20.323       0.5209999    -1.0363279471502516     4.871153271964019    5.045153271964019    -0.9129895396554097   
  smc0907   499   0.65611    0.347    0.128   0.053   0.038   0.093    2.599    -0.397   8.6959    5.6062   19.329    1.2369   0.0024787574   1      0.987   0.988    82.8     499   3       0.974    -1.923    smc0907   19.307       19.944       0.6149998    -1.9092784947697323     4.960746504509002    5.134746504509002    -2.229921655044663    
  smc0908   488   0.58173    0.627    0.206   0.095   0.073   -0.019   2.572    -0.744   8.8929    5.5964   19.264    0.82     0.0016803278   1      0.988   0.983    205.2    488   5       0.871    -1.603    smc0908   19.243       19.85        0.58600044   -1.516189753036885      4.954702408221589    5.1287024082215895   -1.6538541636789859   
  smc0909   500   0.592261   0.623    0.194   0.089   0.082   0.017    2.385    -1.063   8.635     5.1697   19.377    1.5721   0.0031442002   1      0.989   0.988    117.6    500   5       1.689    -1.92     smc0909   19.359       19.945       0.5679989    -1.8958521471786822     4.714272441502936    4.888272441502936    -2.3294722510689923   
  smc0910   525   0.556387   0.482    0.188   0.074   0.053   -0.021   2.434    -0.944   8.7585    5.4016   19.1      0.9597   0.001828       1      0.986   0.989    150.4    525   5       0.77     -1.923    smc0910   19.08        19.662       0.5620003    -1.5342916266107478     4.839428406451974    5.0134284064519745   -1.6994494257180044   
  smc0911   493   0.590597   0.278    0.088   0.049   0.037   0.005    2.444    -0.72    8.7175    5.5485   18.965    0.6794   0.0013780934   1      0.984   0.985    101.7    493   4       0.606    -2.076    smc0911   18.954       19.337       0.37199974   -1.6032368995061024     4.925499011355104    5.099499011355104    -1.7915933660177359   
  smc0912   217   0.551976   0.425    0.164   0.053   0.047   0.009    2.374    -1.077   8.6388    5.1782   19.353    0.5812   0.002678341    1      0.978   0.975    63.6     217   5       0.787    -1.937    smc0912   19.339       19.994       0.64099884   -1.6727066445465137     4.71862802018656     4.89262802018656     -1.937591518984643    
  smc0913   500   0.561785   0.638    0.193   0.098   0.08    0.009    2.723    -0.737   8.989     5.5211   19.326    0.7771   0.0015542001   1      0.986   0.989    219.0    500   5       0.879    -1.482    smc0913   19.307       19.855       0.5289993    -1.4699207400746115     4.909045542044108    5.0830455420441085   -1.5922774980335852   
  smc0914   507   0.598959   0.556    0.18    0.079   0.081   0.007    2.667    -0.777   8.9363    5.485    19.142    0.8561   0.0016885602   1      0.986   0.981    180.7    507   5       0.821    -1.849    smc0914   19.124       19.695       0.5529995    -1.6991728405129356     4.887647528551867    5.061647528551867    -1.950534041525497    
  smc0917   508   0.58853    0.552    0.185   0.079   0.066   0.017    2.747    -0.577   8.9972    5.6568   19.188    0.8476   0.0016685039   1      0.986   0.984    174.8    508   5       0.983    -1.583    smc0917   19.166       19.703       0.5149994    -1.5023428516450563     4.992324990969761    5.166324990969762    -1.6238161324045208   
  smc0919   501   0.553594   0.685    0.225   0.096   0.081   -0.015   2.465    -0.995   8.7781    5.3335   19.111    0.762    0.0015209581   1      0.985   0.988    244.5    501   5       0.894    -1.726    smc0919   19.089       19.601       0.48999977   -1.5704071547845446     4.801314064020204    4.975314064020204    -1.760533316586752    
  smc0920   288   0.595823   0.305    0.114   0.042   0.022   -0.069   -2.624   0.423    10.0805   6.9128   19.551    0.6516   0.0022625      1      0.981   0.98     57.4     288   3       0.775    -0.65     smc0920   19.535       20.216       0.664999     -0.21984883961766144    5.976389914112777    6.150389914112777    -0.15705862411083515  
  smc0921   276   0.556166   0.12     0.048   0.018   0.012   0.014    2.542    -1.149   8.7979    5.0928   17.936    0.11     3.9855074E-4   1      0.977   0.981    69.5     276   4       0.224    -2.684    smc0921   17.935       18.776       0.83999825   -1.752990169386706      4.675666713637678    4.849666713637679    -2.0816709608869672   
  smc0922   504   0.586118   0.338    0.154   0.054   0.019   0.001    2.641    -1.133   8.9226    5.1471   19.117    1.2446   0.0024694446   1      0.988   0.986    83.3     504   5       0.867    -2.673    smc0922   19.099       19.746       0.6289997    -1.8781517119343505     4.702776871739285    4.876776871739286    -2.301230667462086    
  smc0923   394   0.579298   0.436    0.17    0.058   0.052   0.037    2.82     -1.014   9.0299    5.1585   19.122    0.9746   0.0024736042   1      0.979   0.985    92.1     394   5       0.872    -2.288    smc0923   19.094       19.714       0.59200096   -1.833599730124977      4.708560013462309    4.882560013462309    -2.2213135632532257   
  smc0924   497   0.50455    0.722    0.255   0.099   0.074   0.01     2.456    -1.263   8.7199    4.9906   19.027    0.8868   0.0017843058   1      0.986   0.982    230.5    497   5       1.008    -1.814    smc0924   18.994       19.458       0.43099976   -1.5404595404540595     4.6265928309469295   4.80059283094693     -1.687098390508126    
  smc0925   524   0.592267   0.297    0.114   0.04    0.039   -0.006   2.571    -0.904   8.866     5.397    19.183    1.036    0.0019770993   1      0.99    0.989    83.8     524   5       0.812    -2.268    smc0925   19.166       19.734       0.5509987    -1.731333446863765      4.836818205015522    5.010818205015522    -2.0175068716286226   
  smc0926   515   0.549637   0.448    0.174   0.057   0.05    -0.08    2.708    -0.631   9.1506    5.8911   19.119    1.5755   0.0030592233   1      0.981   0.987    89.6     515   5       0.98     -1.486    smc0926   19.095       19.636       0.5170002    -1.085232232365474      5.146692175369106    5.320692175369106    -1.0368450186623335   
  smc0927   528   0.61831    0.355    0.14    0.056   0.034   -0.019   2.897    -0.555   9.2177    5.785    19.236    1.1768   0.0022287879   1      0.989   0.988    94.0     528   5       0.996    -2.235    smc0927   19.225       19.923       0.6870003    -1.5517683755712843     5.07512934905701     5.249129349057011    -1.660360622072215    
  smc0928   502   0.449792   0.92     0.262   0.137   0.113   -0.044   2.407    -1.187   8.7782    5.2281   19.943    1.7817   0.0035492033   1      0.983   0.987    180.4    502   5       1.293    -1.267    smc0928   19.898       20.4         0.45699883   -1.0867142168909458     4.744554519377795    4.918554519377795    -0.9281516734119322   
  smc0929   519   0.518913   0.791    0.257   0.108   0.09    -0.004   2.633    -1.286   8.9249    5.0111   19.25     0.993    0.0019132948   1      0.988   0.988    255.4    519   5       0.947    -1.955    smc0929   19.218       19.779       0.5289993    -1.6049925327345793     4.636231944343216    4.810231944343216    -1.8089096061257024   
  smc0930   503   0.667243   0.511    0.175   0.078   0.059   0.006    2.722    -0.663   8.9932    5.6016   17.51     0.1825   3.6282308E-4   1      0.985   0.988    434.2    503   5       0.592    -2.124    smc0930   17.498       17.967       0.45699883   -1.9731437012325426     4.957906657257945    5.131906657257946    -2.325966422130758    
  smc0931   504   0.399573   0.971    0.289   0.16    0.119   -0.037   2.347    -1.314   8.7052    5.0809   19.55     1.3954   0.002768651    1      0.983   0.985    222.5    504   5       1.272    -0.956    smc0931   19.502       19.813       0.2630005    -0.9161753867417879     4.669821560977704    4.843821560977704    -0.5694333631743795   
  smc0932   381   0.735047   0.36     0.125   0.052   0.036   -0.041   2.961    0.337    9.3264    6.7438   19.072    0.5001   0.0013125985   1      0.988   0.987    119.8    381   5       0.698    -1.559    smc0932   19.062       19.716       0.6439991    -1.1788080174328215     5.821568435885342    5.9955684358853425   -0.656178995662092    
  smc0933   13    0.61007    4.469    1.235   1.121   0.707   -1.136   2.19     -0.489   4.463     2.9201   19.705    0.0105   8.076923E-4    1      0.685   0.733    663.9    13    3       0.339    -1.549    smc0933   18.997       ""           ""           -2.7066731010121536     4.1812170502069375   4.355217050206938    -4.166503823254358    
  smc0934   518   0.545761   0.569    0.184   0.106   0.056   -0.029   2.95     -0.171   9.2904    6.1981   19.371    1.105    0.0021332046   1      0.986   0.989    157.7    518   5       0.843    -0.772    smc0934   19.347       19.876       0.50499916   -0.7654208897745871     5.36923118905075     5.543231189050751    -0.6635082652619353   
  smc0935   502   0.509547   0.702    0.229   0.116   0.081   0.01     2.637    -0.682   8.9003    5.5716   19.293    0.9665   0.0019252988   1      0.989   0.989    216.8    502   5       0.935    -0.978    smc0935   19.262       19.8         0.50699997   -1.1472337946316253     4.939512616140572    5.113512616140572    -1.1061032344969703   
  smc0936   501   0.523799   0.792    0.254   0.131   0.083   -0.001   2.569    -0.832   8.8543    5.4553   19.256    0.8328   0.0016622754   1      0.989   0.986    274.3    501   5       1.022    -1.154    smc0936   19.226       19.659       0.40299988   -1.3170807329520278     4.870281282302267    5.044281282302268    -1.354608358060883    
  smc0937   498   0.593568   0.609    0.2     0.08    0.074   -0.012   2.556    -0.955   8.8626    5.3636   19.064    0.7445   0.0014949798   1      0.985   0.986    201.4    498   5       1.175    -1.919    smc0937   19.038       19.571       0.50699997   -1.763592745701831      4.8180208806496605   4.992020880649661    -2.075438751738595    
  smc0938   497   0.577714   0.508    0.196   0.078   0.05    0.024    2.655    -0.938   8.8901    5.2738   19.098    0.9916   0.001995171    1      0.989   0.99     145.3    497   5       0.856    -2.001    smc0938   19.082       19.679       0.5810013    -1.7441270946306995     4.768831849981012    4.942831849981013    -2.0550946667754353   
  smc0939   528   0.62613    0.368    0.143   0.06    0.038   -0.014   2.7      -0.012   9.0104    6.3121   19.242    1.0841   0.0020532198   1      0.988   0.988    101.1    528   4       0.872    -1.407    smc0939   19.227       18.999       -0.24300003  -1.080066739209129      5.457722929573056    5.631722929573057    -0.9317896612966763   
  smc0941   528   0.618886   0.39     0.143   0.06    0.046   0.003    2.744    -0.671   9.0208    5.6031   19.107    1.2287   0.0023270834   1      0.986   0.989    96.1     528   5       1.113    -2.045    smc0941   19.089       19.571       0.4639988    -1.7110634746621871     4.958831903182116    5.132831903182116    -1.9396027475785154   
  smc0942   504   0.562556   0.462    0.181   0.067   0.046   -0.029   2.679    -0.734   9.0196    5.6346   18.983    1.112    0.0022063493   1      0.989   0.985    121.9    504   5       0.934    -1.804    smc0942   18.96        19.507       0.52400017   -1.3809487133931935     4.978393595060707    5.152393595060707    -1.4517786504836252   
  smc0943   506   0.549564   0.748    0.235   0.11    0.092   0.01     2.576    -0.969   8.84      5.2851   19.175    0.9548   0.0018869565   1      0.981   0.986    232.0    506   5       1.018    -1.701    smc0943   19.143       19.632       0.45700073   -1.5841198785207053     4.7749133961635915   4.948913396163592    -1.784240473687973    
  smc0944   508   0.606121   0.341    0.132   0.056   0.032   0.004    2.626    -0.948   8.9019    5.3238   19.017    0.7489   0.0014742126   1      0.986   0.99     115.2    508   5       0.744    -2.185    smc0944   19.003       19.942       0.92499924   -1.8609039937214007     4.795977313429956    4.969977313429957    -2.243199596740432    
  smc0946   508   0.542576   0.666    0.229   0.09    0.076   0.004    2.664    -0.825   8.9391    5.4452   19.215    1.0223   0.0020124016   1      0.989   0.989    202.8    508   5       0.915    -1.59     smc0946   19.189       19.663       0.44799995   -1.4262284715242322     4.864424751455816    5.038424751455817    -1.5263821224820724   
  smc0947   528   0.598825   0.464    0.174   0.062   0.056   -0.023   2.485    -1.09    8.8146    5.2629   19.133    1.012    0.0019166666   1      0.988   0.989    137.6    528   5       0.906    -2.277    smc0947   19.11        19.691       0.55800056   -1.8658371479542453     4.76299513559387     4.936995135593871    -2.262987466760922    
  smc0948   528   0.618951   0.449    0.165   0.065   0.06    -0.022   2.582    -0.837   8.9093    5.5119   19.12     0.8556   0.0016204546   1      0.989   0.987    147.3    528   5       0.911    -2.151    smc0948   19.107       19.703       0.5829983    -1.7856380114070038     4.9035620455564715   5.077562045556472    -2.0777040810625422   
  smc0950   504   0.536909   0.669    0.22    0.1     0.078   -0.012   2.664    -0.827   8.9718    5.4932   19.282    1.0118   0.0020075398   1      0.989   0.989    198.8    504   5       0.979    -1.428    smc0950   19.258       19.897       0.6149998    -1.357985701147256      4.8924799381397115   5.066479938139712    -1.420509797000559    
  smc0952   485   0.579184   0.305    0.137   0.036   0.011   -0.044   2.195    -2.485   8.5661    3.9308   19.925    1.9708   0.004063505    1      0.984   0.986    50.9     485   3       1.031    -3.65     smc0952   19.894       20.788       0.86300087   -2.4243007699465413     4.267945005943346    4.441945005943347    -3.4882493618309134   
  smc0953   15    0.599651   0.535    0.113   0.085   0.118   0.127    2.535    -1.488   8.5636    4.4136   19.387    0.0139   9.2666666E-4   1      0.793   0.834    105.4    15    3       0.509    -2.528    smc0953   19.396       ""           ""           -2.361142054616207      4.397343514644405    4.571343514644405    -3.3213703224407958   
  smc0954   528   0.642872   0.315    0.128   0.056   0.024   0.031    2.731    -0.606   8.9522    5.5843   18.814    0.8561   0.0016214015   1      0.989   0.983    106.3    528   4       0.674    -2.049    smc0954   18.804       19.421       0.60700035   -1.8559675697478468     4.947272617017074    5.121272617017074    -2.1601279924599623   
  smc0955   524   0.556467   0.587    0.18    0.085   0.068   0.013    2.649    -0.99    8.9063    5.2535   19.24     1.0216   0.0019496183   1      0.985   0.987    180.0    524   5       0.8      -1.817    smc0955   19.222       19.788       0.54800034   -1.6440854998970336     4.757984986384552    4.931984986384553    -1.886515376758659    
  smc0957   505   0.55898    0.505    0.195   0.081   0.042   0.005    2.786    -0.716   9.0601    5.5526   19.03     1.1469   0.0022710892   1      0.983   0.989    129.5    505   5       1.113    -1.595    smc0957   19.006       19.573       0.54299927   -1.4293674469633624     4.927976688422854    5.101976688422854    -1.5287847833539665   
  smc0958   506   0.596143   0.434    0.176   0.061   0.041   -0.037   2.904    -0.786   9.2613    5.6083   19.357    1.9246   0.0038035573   1      0.988   0.986    75.1     506   3       1.111    -1.824    smc0958   19.323       19.963       0.605999     -1.5840731304230964     4.962044653858955    5.1360446538589555   -1.7516853803367916   
  smc0959   486   0.688903   0.171    0.072   0.012   0.006   -0.026   -2.538   1.002    10.0811   7.3641   19.108    0.7547   0.0015528806   1      0.984   0.988    57.7     486   3       0.502    0.607     smc0959   19.103       19.804       0.69600105   -0.12060482613145673    6.423981173255752    6.597981173255753    0.19062720923567866   
  smc0960   128   0.646742   0.226    0.101   0.018   0.009   0.021    2.858    -0.666   9.0988    5.5528   19.256    0.2146   0.0016765625   1      0.961   0.96     38.0     128   3       0.425    -2.672    smc0960   19.241       ""           ""           -1.9025929972185516     4.928097824468491    5.102097824468491    -2.242019833712636    
  smc0961   350   0.608116   0.393    0.15    0.053   0.044   0.029    2.65     -0.88    8.876     5.3167   19.072    0.4998   0.001428       1      0.985   0.984    110.8    350   5       0.799    -2.068    smc0961   19.059       19.629       0.5569992    -1.87689099949601       4.7920854545591      4.9660854545591      -2.271263765331028    
  smc0962   508   0.637818   0.325    0.126   0.049   0.032   0.002    2.96     0.02     9.2391    6.2977   18.971    0.6726   0.0013240157   1      0.986   0.984    121.9    508   5       0.677    -1.414    smc0962   18.966       19.582       0.61100006   -1.1583615202187207     5.44637002896517     5.62037002896517     -1.0090876733469898   
